,appearance,breakfast,service,staff,variety,price,taste,hotel
11169,1,"Yes, next time not",7,3,1,2,2,2
11170,3,No,6,4,2,4,4,4
11171,1,No,5,3,1,1,1,1
11172,2,No,5,3,1,3,4,4
11173,1,No,6,2,1,1,1,1
11174,1,"Yes, next time not",6,4,1,1,1,2
11175,7,"Yes, next time not",8,2,4,7,8,8
11176,5,"Yes, next time not",6,5,2,6,6,6
11177,4,"Yes, next time not",7,4,4,6,6,6
11178,1,No,6,4,1,2,1,2
11179,3,No,4,4,2,4,5,4
11180,1,No,5,2,1,2,2,2
11181,3,"Yes, next time not",6,2,1,4,4,5
11182,4,"Yes, next time not",4,8,2,5,5,5
11183,1,"Yes, next time not",7,4,1,2,2,2
11184,5,No,5,4,5,6,7,6
11185,1,No,5,2,1,2,2,2
11186,1,No,5,4,1,2,2,2
11187,1,No,6,1,1,1,1,2
11188,3,"Yes, next time not",4,8,1,4,5,4
11189,7,No,6,4,7,8,8,8
11190,3,No,5,4,2,4,4,4
11191,4,No,5,2,2,5,6,5
11192,1,No,6,3,1,1,1,1
11193,1,No,5,3,1,2,2,2
11194,2,No,5,2,1,3,3,3
11195,4,No,5,3,2,6,6,6
11196,1,No,5,3,1,2,2,2
11197,1,No,5,2,1,2,2,1
11198,2,No,5,3,1,3,3,3
11199,1,No,4,3,1,2,2,2
11200,3,No,5,3,2,4,4,4
11201,1,No,4,3,1,2,2,2
11202,8,No,6,4,4,8,8,9
11203,5,No,5,4,3,7,7,7
11204,1,No,6,1,1,1,1,1
11205,4,"Yes, again",8,3,2,6,5,6
11206,4,No,6,3,2,5,5,5
11207,4,No,6,3,5,6,6,6
11208,1,"Yes, next time not",7,2,1,1,1,2
11209,1,No,5,3,1,2,2,2
11210,1,No,6,2,1,2,1,2
11211,1,No,5,2,1,1,1,1
11212,3,No,5,3,2,4,5,4
11213,2,"Yes, next time not",7,2,1,3,3,3
11214,1,No,6,3,1,1,1,1
11215,7,"Yes, next time not",7,4,6,8,7,8
11216,5,No,6,4,4,7,7,7
11217,2,No,5,2,1,3,3,3
11218,1,No,5,2,1,2,2,1
11219,1,No,4,4,1,2,2,2
11220,3,No,5,2,2,4,4,4
11221,3,"Yes, next time not",6,4,2,4,4,4
11222,2,"Yes, next time not",7,3,1,4,4,4
11223,5,No,5,3,4,7,7,7
11224,5,No,6,4,5,6,6,6
11225,1,No,5,2,1,1,1,1
11226,2,No,5,2,2,3,3,3
11227,4,No,6,4,5,6,6,6
11228,9,No,6,2,9,9,10,10
11229,1,No,5,4,1,1,1,1
11230,7,"Yes, next time not",6,6,8,8,8,8
11231,1,No,6,3,1,2,2,2
11232,4,"Yes, again",1,7,2,6,6,5
11233,4,"Yes, next time not",7,4,2,6,6,6
11234,1,No,6,1,1,1,1,2
11235,2,No,6,2,1,3,3,3
11236,1,No,5,2,1,2,2,2
11237,2,No,5,4,1,3,3,3
11238,1,No,6,2,1,1,1,1
11239,1,No,6,2,1,1,1,1
11240,5,No,6,4,4,6,6,6
11241,1,"Yes, next time not",7,2,1,1,1,2
11242,1,No,5,3,1,2,2,2
11243,5,No,6,4,3,7,7,7
11244,6,No,6,4,6,7,7,7
11245,5,No,5,3,4,6,6,6
11246,7,"Yes, again",7,2,5,7,7,8
11247,3,"Yes, next time not",6,4,2,4,4,5
11248,1,No,5,2,1,1,1,1
11249,5,No,5,4,5,6,7,6
11250,5,No,5,4,5,7,7,7
11251,4,"Yes, next time not",7,3,3,5,5,6
11252,3,No,4,3,2,4,4,4
11253,1,No,5,2,1,2,2,2
11254,1,No,5,2,1,2,2,2
11255,3,No,6,1,2,4,4,4
11256,3,"Yes, again",8,4,2,4,4,5
11257,1,No,6,3,1,2,2,2
11258,1,No,5,4,1,1,1,1
11259,1,No,6,3,1,2,2,2
11260,4,No,6,3,4,6,6,6
11261,6,No,5,3,6,7,7,7
11262,1,No,5,2,1,2,2,2
11263,7,"Yes, next time not",4,6,5,8,8,7
11264,2,No,6,4,1,2,2,3
11265,4,No,5,3,4,6,6,6
11266,5,"Yes, next time not",3,6,4,7,7,6
11267,2,"Yes, next time not",7,4,1,2,2,3
11268,6,No,6,3,3,7,7,7
11269,2,"Yes, next time not",7,2,1,3,3,3
11270,1,"Yes, next time not",6,4,1,1,1,2
11271,2,No,6,2,1,3,3,3
11272,1,No,6,3,1,1,1,1
11273,1,No,5,4,1,1,1,1
11274,1,No,5,3,1,1,1,1
11275,5,"Yes, next time not",7,6,3,6,6,7
11276,9,No,6,4,9,9,9,10
11277,1,No,5,4,1,1,1,1
11278,1,No,5,2,1,2,2,2
11279,3,"Yes, again",9,7,1,4,4,5
11280,2,No,5,3,2,3,3,3
11281,4,No,5,2,2,6,6,6
11282,1,No,6,1,1,2,2,2
11283,4,No,4,4,3,6,6,6
11284,4,"Yes, again",8,4,2,5,5,6
11285,7,No,5,2,5,8,8,8
11286,5,No,5,3,5,6,6,6
11287,1,No,6,2,1,1,1,1
11288,2,No,5,3,1,3,3,3
11289,2,No,6,2,1,3,3,4
11290,1,"Yes, next time not",4,6,1,2,2,1
11291,8,"Yes, next time not",6,4,6,9,9,9
11292,3,"Yes, again",2,9,2,5,5,4
11293,2,"Yes, next time not",6,8,1,3,3,3
11294,5,No,5,3,3,7,7,7
11295,1,No,5,3,1,2,2,2
11296,4,"Yes, next time not",7,8,2,5,5,5
11297,1,No,6,3,1,1,1,2
11298,2,No,5,3,1,3,4,3
11299,3,No,5,3,2,4,4,4
11300,4,"Yes, next time not",6,4,4,6,6,6
11301,2,No,5,4,1,3,3,3
11302,4,"Yes, again",8,4,3,6,5,6
11303,3,No,6,3,2,4,4,4
11304,1,No,5,2,1,1,1,1
11305,6,No,6,4,4,7,7,7
11306,7,"Yes, again",8,3,6,8,8,8
11307,1,No,5,4,1,1,1,1
11308,4,No,6,3,4,6,6,6
11309,1,No,5,4,1,2,2,2
11310,3,No,5,4,2,5,5,5
11311,4,"Yes, again",9,4,3,5,5,6
11312,1,"Yes, next time not",6,2,1,1,1,1
11313,1,No,6,2,1,1,1,1
11314,3,No,6,3,2,5,5,5
11315,1,No,6,1,1,1,1,1
11316,1,No,5,2,1,2,2,2
11317,1,No,6,2,1,1,1,1
11318,2,No,6,2,1,3,3,3
11319,2,No,6,3,1,3,3,3
11320,1,No,6,2,1,1,1,1
11321,1,No,5,3,1,1,1,1
11322,2,No,5,3,1,3,4,3
11323,8,No,5,3,7,9,9,9
11324,3,"Yes, again",1,8,2,5,5,4
11325,2,No,5,4,1,3,3,3
11326,1,No,5,3,1,2,1,2
11327,2,"Yes, next time not",2,8,1,4,4,3
11328,7,No,4,6,5,8,8,8
11329,1,No,6,2,1,1,1,1
11330,2,No,6,2,1,3,3,3
11331,1,"Yes, next time not",6,3,1,2,2,2
11332,3,"Yes, next time not",5,6,1,4,4,4
11333,2,No,5,2,1,3,3,3
11334,1,"Yes, next time not",5,6,1,1,1,1
11335,1,No,5,2,1,2,2,2
11336,1,No,5,2,1,3,3,2
11337,1,No,5,3,1,2,2,2
11338,5,No,6,4,3,6,6,6
11339,1,No,5,2,1,2,2,2
11340,1,No,6,2,1,2,2,2
11341,7,"Yes, next time not",7,4,4,8,8,8
11342,2,No,5,2,2,4,4,4
11343,1,No,4,4,1,2,2,2
11344,2,No,5,4,1,3,3,3
11345,3,"Yes, again",9,2,2,4,4,5
11346,4,"Yes, again",3,9,1,5,5,5
11347,2,No,5,3,1,3,3,3
11348,4,No,6,4,3,6,6,6
11349,4,"Yes, next time not",4,8,3,6,6,5
11350,5,No,6,3,3,7,6,7
11351,1,No,6,2,1,2,2,2
11352,1,No,6,2,1,1,1,1
11353,4,No,6,2,4,6,6,6
11354,1,No,4,4,1,2,2,1
11355,5,No,5,4,4,7,7,7
11356,3,No,5,3,2,4,4,4
11357,2,No,5,4,1,3,3,3
11358,1,No,5,3,1,1,1,1
11359,2,No,4,4,1,4,4,3
11360,2,No,5,2,1,3,3,3
11361,5,No,6,2,3,7,6,7
11362,2,No,4,5,1,3,3,3
11363,5,No,5,3,3,7,7,7
11364,8,No,6,3,6,8,8,9
11365,1,No,6,2,1,1,1,1
11366,1,No,5,3,1,2,2,2
11367,1,No,6,2,1,1,1,2
11368,5,No,5,3,3,6,6,6
11369,4,"Yes, next time not",7,6,2,5,5,5
11370,4,No,5,5,3,5,5,5
11371,2,No,5,2,1,3,3,3
11372,1,No,6,3,1,1,1,1
11373,3,No,6,3,2,4,4,4
11374,1,"Yes, next time not",7,5,1,1,1,2
11375,4,No,6,4,4,6,6,6
11376,1,No,5,2,1,1,1,1
11377,1,"Yes, again",8,2,1,4,4,5
11378,1,No,5,3,1,2,2,2
11379,5,No,5,4,3,7,7,6
11380,5,No,6,4,2,7,7,7
11381,1,No,5,3,1,2,2,2
11382,1,No,6,2,1,1,1,1
11383,4,No,6,3,5,6,6,6
11384,3,No,5,5,2,4,4,4
11385,1,No,5,4,1,2,2,2
11386,3,"Yes, next time not",3,4,2,5,5,4
11387,3,"Yes, next time not",5,7,2,4,4,4
11388,1,No,6,3,1,1,1,1
11389,5,"Yes, next time not",4,6,3,7,7,6
11390,3,No,5,2,2,5,5,5
11391,5,No,6,4,3,6,6,6
11392,7,"Yes, next time not",7,4,4,8,8,8
11393,1,No,5,2,1,1,1,1
11394,2,No,6,2,1,3,3,3
11395,7,No,6,5,9,8,8,8
11396,1,No,5,3,1,2,2,2
11397,1,No,6,2,1,1,1,1
11398,4,"Yes, next time not",7,6,4,6,6,6
11399,4,"Yes, next time not",3,8,3,6,6,5
11400,1,"Yes, next time not",7,3,1,2,2,2
11401,2,No,6,2,1,3,3,3
11402,9,No,5,2,7,9,9,9
11403,2,No,5,3,1,3,3,3
11404,4,No,6,2,3,5,5,5
11405,2,No,6,4,1,4,3,4
11406,4,No,5,4,3,6,6,6
11407,5,No,6,4,2,6,6,6
11408,9,"Yes, next time not",6,2,8,9,10,10
11409,2,No,5,2,1,3,3,3
11410,8,"Yes, next time not",6,4,8,8,9,9
11411,4,No,4,4,3,6,6,6
11412,1,No,5,2,1,1,1,1
11413,1,No,6,2,1,1,1,2
11414,3,No,6,2,2,5,5,5
11415,4,No,6,2,3,5,6,6
11416,6,No,4,4,4,7,7,7
11417,1,No,4,2,1,2,2,1
11418,3,No,6,3,2,4,5,5
11419,3,No,5,4,2,4,4,4
11420,3,No,6,3,1,4,4,4
11421,7,No,6,2,6,8,8,8
11422,7,"Yes, again",8,3,4,7,7,8
11423,1,No,6,3,1,1,1,2
11424,1,No,5,2,1,1,1,1
11425,1,No,5,2,1,1,1,1
11426,1,No,5,2,1,2,2,1
11427,5,No,6,4,5,7,7,7
11428,1,No,5,3,1,1,1,1
11429,1,No,6,4,1,1,1,1
11430,1,No,5,4,1,2,2,2
11431,7,No,5,3,4,8,8,8
11432,3,No,4,4,2,5,4,4
11433,3,No,5,3,2,4,4,4
11434,2,No,5,2,1,3,3,3
11435,1,No,6,3,1,1,1,1
11436,1,"Yes, again",8,2,1,1,1,2
11437,4,No,5,2,2,6,6,5
11438,3,"Yes, next time not",4,6,2,4,5,4
11439,4,"Yes, next time not",2,4,3,6,6,5
11440,5,No,5,3,4,6,6,6
11441,1,No,6,3,1,1,1,1
11442,5,No,5,4,4,6,6,6
11443,5,No,5,4,6,6,7,6
11444,1,No,5,3,1,1,1,1
11445,1,No,5,2,1,1,1,1
11446,1,No,5,2,1,1,1,1
11447,3,No,5,4,2,5,5,4
11448,6,No,6,4,4,7,7,7
11449,1,No,6,4,1,1,1,1
11450,5,No,5,2,3,7,6,6
11451,3,No,5,3,2,4,4,4
11452,1,No,5,2,1,1,1,1
11453,3,No,4,4,1,5,5,4
11454,5,No,5,2,3,7,6,6
11455,1,No,5,2,1,1,1,1
11456,1,No,5,3,1,2,2,2
11457,1,"Yes, next time not",6,3,1,1,1,2
11458,8,No,5,2,9,9,9,8
11459,1,No,6,4,1,1,1,1
11460,7,No,5,2,5,8,8,8
11461,2,No,5,2,1,3,3,3
11462,1,No,5,3,1,1,1,1
11463,3,No,5,3,2,4,4,4
11464,7,No,6,4,4,8,8,8
11465,4,"Yes, next time not",7,4,3,5,5,6
11466,3,No,6,2,2,4,4,4
11467,2,"Yes, next time not",7,6,1,3,3,3
11468,5,No,5,4,3,7,7,7
11469,5,No,5,4,6,7,7,7
11470,4,No,4,3,3,6,6,6
11471,7,No,5,4,5,8,8,8
11472,2,No,6,2,2,4,4,4
11473,4,"Yes, next time not",7,3,4,6,6,6
11474,2,"Yes, next time not",6,3,1,3,3,3
11475,1,No,5,3,1,1,1,1
11476,3,No,5,4,2,5,5,5
11477,3,"Yes, next time not",6,4,1,4,4,4
11478,1,No,5,2,1,1,1,1
11479,7,No,4,4,9,8,8,8
11480,1,"Yes, next time not",7,4,1,1,1,1
11481,7,"Yes, next time not",6,4,5,8,8,8
11482,2,"Yes, next time not",7,7,1,3,3,3
11483,3,No,5,4,2,4,4,4
11484,7,No,6,4,5,8,8,8
11485,1,No,5,3,1,1,1,1
11486,2,No,5,3,1,3,3,3
11487,1,No,4,3,1,2,2,2
11488,1,No,5,2,1,2,2,2
11489,1,No,5,3,1,2,2,2
11490,1,No,6,2,1,2,2,2
11491,2,No,5,4,1,3,3,3
11492,1,No,6,2,1,2,2,2
11493,1,No,5,2,1,2,2,2
11494,1,No,5,3,1,1,1,1
11495,1,No,6,2,1,1,1,2
11496,1,No,5,3,1,2,1,1
11497,4,"Yes, next time not",3,4,3,6,6,5
11498,4,No,6,2,4,5,5,5
11499,2,No,5,4,2,4,4,4
11500,7,"Yes, again",8,4,6,7,7,8
11501,2,"Yes, next time not",6,7,1,2,2,2
11502,1,No,6,3,1,2,2,2
11503,2,No,5,2,2,4,4,3
11504,1,No,6,2,1,2,1,2
11505,4,No,6,4,3,6,6,6
11506,1,No,6,4,1,2,2,2
11507,2,No,5,4,1,3,3,3
11508,6,No,4,5,8,7,7,7
11509,5,No,5,4,7,7,7,7
11510,2,No,5,4,1,3,3,3
11511,1,No,5,3,1,1,1,1
11512,5,No,6,2,4,6,6,6
11513,1,No,6,4,1,2,2,2
11514,2,No,6,3,1,3,3,3
11515,1,No,5,3,1,2,2,2
11516,5,No,5,4,5,7,7,7
11517,2,No,5,1,1,4,4,4
11518,5,"Yes, next time not",6,4,4,6,6,6
11519,4,"Yes, again",9,3,3,6,5,7
11520,9,No,6,4,7,9,10,9
11521,3,"Yes, again",8,4,2,5,5,5
11522,5,No,4,4,4,7,7,6
11523,4,"Yes, next time not",7,1,3,6,6,6
11524,7,"Yes, next time not",7,7,4,8,8,8
11525,3,No,6,2,2,4,4,4
11526,7,No,4,4,10,8,8,8
11527,3,No,5,2,2,5,5,5
11528,2,No,5,3,1,3,4,3
11529,4,"Yes, next time not",4,6,2,5,5,5
11530,1,No,6,4,1,1,1,1
11531,1,No,6,2,1,1,1,1
11532,7,"Yes, next time not",6,4,4,8,8,8
11533,4,"Yes, next time not",6,4,3,6,6,6
11534,2,No,6,2,1,4,4,4
11535,2,No,5,2,1,3,3,3
11536,1,No,5,2,1,2,2,2
11537,1,No,6,2,1,1,1,1
11538,7,"Yes, next time not",7,6,6,8,8,8
11539,1,No,5,2,1,2,2,2
11540,1,No,5,3,1,2,2,2
11541,4,"Yes, next time not",7,4,3,6,6,6
11542,4,"Yes, next time not",7,8,3,6,6,6
11543,1,No,6,3,1,1,1,1
11544,3,No,5,4,2,5,5,5
11545,3,"Yes, next time not",3,7,1,4,5,4
11546,5,No,5,4,3,6,6,6
11547,2,No,5,2,1,3,3,3
11548,3,No,6,3,2,5,5,5
11549,1,No,5,2,1,1,1,1
11550,4,No,5,4,3,6,6,6
11551,3,"Yes, next time not",7,4,2,4,4,5
11552,1,No,5,2,1,2,2,2
11553,4,"Yes, next time not",6,4,3,6,6,6
11554,2,No,5,2,1,4,4,4
11555,1,No,5,2,1,1,2,2
11556,3,"Yes, next time not",3,6,2,4,5,4
11557,2,No,6,2,1,4,4,4
11558,1,No,4,4,1,1,1,1
11559,8,No,6,3,9,9,9,9
11560,1,No,3,7,1,2,2,2
11561,2,No,5,2,1,3,3,3
11562,5,No,5,3,3,6,6,6
11563,4,No,6,4,5,6,6,6
11564,1,No,6,2,1,1,1,1
11565,1,No,5,1,1,2,2,2
11566,1,No,4,4,1,2,2,2
11567,2,"Yes, next time not",5,4,1,3,3,3
11568,2,No,5,1,2,4,4,4
11569,1,No,6,2,1,1,1,1
11570,5,No,5,4,4,6,7,6
11571,4,"Yes, again",8,4,2,5,5,6
11572,7,No,4,6,7,8,8,8
11573,1,No,6,3,1,1,1,1
11574,5,No,5,4,3,6,6,6
11575,4,No,5,3,3,6,6,6
11576,1,No,5,2,1,2,2,2
11577,1,No,5,2,1,1,1,1
11578,8,No,6,3,6,9,9,9
11579,1,No,6,1,1,2,2,2
11580,1,No,5,4,1,3,2,2
11581,3,No,5,2,2,5,5,5
11582,1,"Yes, next time not",7,4,1,1,1,1
11583,5,No,5,2,4,7,7,7
11584,4,No,6,4,3,5,5,5
11585,1,No,5,2,1,2,2,2
11586,1,No,5,2,1,1,2,1
11587,5,No,5,4,8,7,7,7
11588,3,"Yes, again",8,1,1,4,4,5
11589,5,No,4,4,7,7,7,7
11590,4,No,5,4,5,6,6,6
11591,1,"Yes, next time not",7,4,1,2,2,2
11592,1,No,5,5,1,1,1,1
11593,2,No,5,2,2,4,4,4
11594,4,"Yes, again",1,6,2,6,6,5
11595,1,No,5,3,1,2,2,2
11596,1,No,6,2,1,2,2,2
11597,7,"Yes, next time not",5,3,5,8,8,8
11598,5,No,6,2,3,6,6,6
11599,2,No,6,4,1,3,3,3
11600,2,No,6,2,1,3,3,3
11601,2,No,5,2,1,3,3,3
11602,4,No,5,2,2,6,6,6
11603,5,No,6,3,4,6,6,6
11604,1,"Yes, next time not",6,2,1,2,2,2
11605,5,No,4,4,2,7,7,6
11606,2,No,5,3,1,3,3,3
11607,1,No,5,2,1,2,1,2
11608,1,No,5,4,1,1,1,1
11609,1,No,5,4,1,1,1,1
11610,2,No,5,4,1,3,3,3
11611,2,No,5,2,1,3,3,3
11612,4,No,6,4,2,6,6,6
11613,1,No,6,2,1,2,2,2
11614,9,No,6,2,10,10,10,10
11615,3,No,6,3,2,4,4,5
11616,2,"Yes, next time not",6,6,1,3,3,3
11617,2,No,6,2,2,3,3,4
11618,4,No,5,3,3,6,6,6
11619,5,No,6,2,5,7,7,7
11620,1,No,5,2,1,1,1,2
11621,1,No,5,4,1,1,1,1
11622,2,No,5,3,2,4,4,3
11623,1,"Yes, next time not",6,4,1,2,2,2
11624,7,No,5,3,7,8,8,8
11625,2,"Yes, again",8,3,1,3,3,3
11626,4,No,5,4,2,6,6,6
11627,1,No,4,2,1,2,2,1
11628,2,"Yes, next time not",6,3,1,3,3,4
11629,1,No,5,2,1,1,2,2
11630,4,"Yes, next time not",6,6,3,6,6,6
11631,4,"Yes, next time not",4,9,3,6,6,5
11632,1,No,5,2,1,2,1,1
11633,5,No,6,3,4,7,7,7
11634,7,No,5,3,5,8,8,8
11635,1,No,5,2,1,2,1,1
11636,3,No,5,2,1,4,4,4
11637,1,No,5,2,1,2,2,2
11638,6,No,4,4,4,7,8,7
11639,4,No,6,2,3,6,6,6
11640,4,No,6,3,3,6,6,6
11641,1,"Yes, next time not",7,2,1,1,1,2
11642,1,No,5,3,1,1,1,1
11643,3,No,5,2,2,5,5,5
11644,2,No,4,3,1,4,3,3
11645,1,No,5,2,1,1,1,1
11646,1,"Yes, next time not",7,2,1,1,1,2
11647,1,No,5,4,1,1,1,1
11648,5,No,4,4,4,7,7,6
11649,1,No,5,3,1,2,2,2
11650,1,No,4,4,1,2,2,2
11651,4,"Yes, again",8,4,2,5,5,6
11652,6,No,5,3,6,7,7,7
11653,1,No,5,3,1,1,1,1
11654,1,No,5,2,1,2,2,2
11655,1,No,5,4,1,2,2,2
11656,2,No,5,4,1,3,3,3
11657,8,No,6,4,6,8,8,9
11658,1,"Yes, next time not",7,4,1,1,1,1
11659,1,No,4,3,1,2,2,2
11660,1,No,6,2,1,1,1,1
11661,1,No,6,2,1,1,1,1
11662,3,No,5,4,2,4,4,4
11663,3,No,5,4,2,4,4,4
11664,1,No,6,3,1,1,1,1
11665,1,No,5,4,1,2,2,2
11666,1,"Yes, next time not",7,2,1,2,2,2
11667,3,"Yes, next time not",3,5,2,5,5,4
11668,4,No,5,4,6,6,6,6
11669,3,No,5,3,2,4,4,4
11670,4,"Yes, next time not",7,5,3,6,6,6
11671,5,No,6,2,3,7,7,7
11672,5,No,6,2,4,6,6,6
11673,7,No,6,4,5,8,8,8
11674,1,No,6,2,1,2,2,2
11675,4,"Yes, next time not",6,8,3,5,5,5
11676,1,No,6,3,1,1,1,1
11677,8,No,6,1,5,9,8,9
11678,2,No,5,2,1,3,3,3
11679,4,No,6,4,3,5,5,5
11680,1,No,5,3,1,2,2,2
11681,7,No,5,2,6,8,8,8
11682,1,"Yes, next time not",7,5,1,1,1,1
11683,4,No,6,5,3,6,6,6
11684,3,No,5,4,2,4,4,4
11685,3,No,4,4,2,5,5,4
11686,3,No,6,2,2,4,4,4
11687,2,No,5,2,1,3,3,3
11688,3,"Yes, next time not",7,5,1,4,4,4
11689,7,No,5,2,6,8,9,8
11690,4,"Yes, next time not",7,3,3,6,6,6
11691,3,"Yes, next time not",2,4,1,5,5,4
11692,1,"Yes, next time not",6,5,1,1,1,1
11693,2,No,6,2,1,3,3,3
11694,4,"Yes, next time not",7,5,2,6,6,6
11695,2,"Yes, next time not",2,7,1,3,3,2
11696,1,No,5,4,1,1,1,1
11697,4,No,5,4,5,6,6,6
11698,4,No,4,3,2,5,5,5
11699,2,No,5,3,1,3,3,3
11700,1,No,6,2,1,2,2,2
11701,1,No,6,2,1,2,2,2
11702,1,No,6,3,1,2,2,2
11703,2,No,6,4,1,3,3,3
11704,5,No,6,4,4,7,7,7
11705,1,No,5,4,1,1,1,1
11706,1,No,5,3,1,1,1,1
11707,10,No,6,3,8,10,10,10
11708,2,No,6,4,1,3,3,3
11709,2,No,5,3,1,3,3,3
11710,6,No,5,4,9,8,7,7
11711,2,No,5,4,1,3,4,4
11712,4,No,6,4,4,6,6,6
11713,1,No,5,2,1,1,1,1
11714,1,"Yes, next time not",7,3,1,1,1,2
11715,3,No,5,4,2,4,4,4
11716,1,"Yes, next time not",6,4,1,1,1,2
11717,3,No,6,4,2,4,4,4
11718,1,No,5,2,1,1,1,1
11719,4,"Yes, next time not",7,4,3,6,6,6
11720,5,"Yes, next time not",5,6,3,7,7,7
11721,2,No,6,2,1,3,3,3
11722,1,No,4,3,1,2,2,1
11723,2,"Yes, next time not",7,3,1,3,3,3
11724,6,No,6,2,7,7,7,7
11725,2,No,6,2,1,3,3,3
11726,1,No,5,3,1,2,2,2
11727,4,"Yes, again",7,6,3,6,5,6
11728,1,No,5,3,1,2,2,2
11729,1,No,6,4,1,1,1,1
11730,1,No,6,3,1,1,1,1
11731,5,No,5,3,3,6,6,6
11732,5,No,5,2,3,7,7,7
11733,2,No,5,4,1,3,3,3
11734,3,No,6,2,2,5,5,5
11735,2,No,6,3,1,3,3,3
11736,5,No,5,4,4,7,7,7
11737,2,No,5,3,1,3,3,3
11738,2,No,6,3,2,4,3,4
11739,7,No,5,4,7,8,8,8
11740,3,"Yes, next time not",7,4,2,4,4,4
11741,5,No,5,3,6,7,7,7
11742,2,No,5,4,1,3,3,3
11743,4,"Yes, next time not",2,6,2,6,6,5
11744,1,No,6,2,1,2,2,2
11745,4,"Yes, next time not",7,4,3,6,6,6
11746,4,"Yes, next time not",7,5,2,5,5,5
11747,7,No,4,4,7,8,9,8
11748,1,No,5,2,1,1,1,1
11749,5,No,6,3,3,6,6,6
11750,3,"Yes, next time not",6,3,2,5,5,5
11751,4,"Yes, next time not",5,8,2,5,5,5
11752,4,No,5,5,3,6,6,6
11753,1,No,5,3,1,1,1,1
11754,2,No,5,2,1,3,3,3
11755,4,No,6,4,3,6,6,6
11756,4,"Yes, next time not",7,8,2,5,5,5
11757,2,"Yes, next time not",6,5,1,3,3,3
11758,2,"Yes, next time not",1,7,1,3,3,2
11759,1,No,5,3,1,1,1,1
11760,2,No,5,4,1,3,3,3
11761,3,No,5,3,2,5,5,5
11762,5,No,4,3,3,7,7,7
11763,2,No,5,2,1,3,3,3
11764,4,No,5,2,3,6,6,6
11765,3,No,5,3,1,5,4,4
11766,2,No,5,3,1,3,3,3
11767,5,No,5,3,3,6,7,6
11768,1,"Yes, next time not",6,3,1,2,2,2
11769,4,"Yes, next time not",7,6,2,6,6,6
11770,2,No,5,2,2,4,4,4
11771,3,No,5,3,2,4,5,4
11772,6,No,5,4,4,7,7,7
11773,3,No,5,2,2,5,5,4
11774,4,"Yes, again",9,2,2,5,5,6
11775,3,No,5,3,2,4,4,4
11776,2,No,5,3,1,3,3,3
11777,3,No,5,4,2,4,4,4
11778,2,No,5,4,1,3,3,3
11779,4,"Yes, next time not",7,4,2,5,5,6
11780,3,"Yes, next time not",4,6,2,4,4,4
11781,5,No,5,4,4,6,6,6
11782,1,No,6,3,1,2,2,2
11783,3,No,6,2,2,4,4,4
11784,1,No,5,3,1,2,2,2
11785,1,No,5,3,1,1,1,1
11786,4,No,6,4,5,6,6,6
11787,2,No,5,3,1,3,3,3
11788,2,No,6,4,1,4,4,4
11789,5,No,5,2,2,6,6,6
11790,1,No,5,4,1,2,2,2
11791,5,No,5,4,3,6,6,6
11792,1,No,5,4,1,1,1,1
11793,1,No,5,3,1,2,2,2
11794,2,No,5,2,1,3,3,3
11795,3,"Yes, again",3,8,1,4,4,3
11796,4,"Yes, next time not",7,4,2,5,5,6
11797,2,"Yes, again",1,6,1,4,3,2
11798,2,No,5,3,1,3,3,3
11799,4,"Yes, next time not",3,6,2,6,6,5
11800,4,"Yes, next time not",7,5,3,5,5,6
11801,5,No,6,3,5,7,7,7
11802,8,No,6,5,6,8,8,9
11803,2,"Yes, next time not",4,7,1,4,4,3
11804,7,"Yes, again",7,4,5,8,7,8
11805,1,No,4,4,1,2,2,1
11806,2,No,5,2,1,3,3,3
11807,1,No,5,4,1,2,2,2
11808,4,No,6,4,3,6,6,6
11809,1,No,4,4,1,2,2,1
11810,2,No,5,3,1,3,3,3
11811,5,No,6,3,3,6,6,6
11812,7,"Yes, next time not",3,6,5,8,9,7
11813,3,No,4,4,2,5,5,4
11814,2,No,4,3,1,3,3,3
11815,2,"Yes, next time not",6,3,1,3,3,3
11816,2,No,6,4,1,3,3,3
11817,5,No,5,3,3,6,6,6
11818,4,No,5,4,3,6,6,6
11819,7,No,6,2,9,8,8,8
11820,1,No,5,4,1,2,2,2
11821,1,No,5,3,1,2,2,2
11822,3,No,6,4,2,4,5,5
11823,4,"Yes, next time not",3,4,3,6,6,5
11824,4,No,6,2,3,6,6,6
11825,1,No,6,4,1,1,1,1
11826,1,No,6,3,1,2,2,2
11827,3,"Yes, next time not",7,6,2,4,4,5
11828,3,No,5,3,2,5,5,5
11829,2,No,6,3,1,3,3,3
11830,1,No,5,3,1,1,1,1
11831,5,No,6,4,6,7,7,7
11832,5,No,5,3,3,7,7,7
11833,3,No,6,3,2,4,4,4
11834,2,"Yes, next time not",7,4,1,2,3,3
11835,1,No,6,4,1,1,1,1
11836,9,"Yes, next time not",7,4,6,9,9,10
11837,1,No,5,4,1,2,2,2
11838,1,No,6,2,1,2,2,2
11839,1,No,5,2,1,2,2,1
11840,1,No,4,4,1,2,2,2
11841,3,No,5,2,2,4,4,4
11842,6,No,5,4,5,7,7,7
11843,4,"Yes, next time not",7,6,2,5,5,6
11844,2,No,6,3,1,3,3,3
11845,2,No,5,3,1,3,3,3
11846,1,No,5,3,1,2,2,2
11847,1,"Yes, next time not",2,6,1,1,1,1
11848,3,"Yes, next time not",7,2,2,4,4,4
